CustomerID,Segment,Age,AgeBand,Gender,Region,Channel,TenureYears,IncomeBand,RiskProfile,Active90D,ProductCount,Has_Deposit,Has_CreditCard,Has_Loan,Has_Wealth,Has_Insurance,TotalAUM_k,CardMonthlySpend_k,LoanBalance_k,AnnualContribution_k,WealthPropensity
102714,大眾理財,39,30-39,男,南區,理專業務,6,<60萬,保守,0,2,1,1,0,0,0,20,1,0,1,19
102715,貴賓理財,45,40-49,男,南區,分行臨櫃,2,60–120萬,保守,0,4,1,1,0,1,1,3577,29,0,36,69
102716,大眾理財,37,30-39,女,北區,網銀／APP,3,60–120萬,保守,0,4,1,1,1,0,1,12,3,956,14,49
102717,大眾理財,23,20-29,女,南區,網銀／APP,2,<60萬,積極,1,1,1,0,0,0,0,26,0,0,1,31
102718,私人銀行,54,50-59,男,北區,網銀／APP,15,120–250萬,穩健,1,4,1,1,0,1,1,5694,71,0,61,93
102719,大眾理財,26,20-29,女,北區,網銀／APP,4,60–120萬,保守,1,3,1,1,1,0,0,10,14,12511,166,54
102720,大眾理財,33,30-39,男,北區,分行臨櫃,0,<60萬,穩健,1,1,1,0,0,0,0,24,0,0,1,23
102721,大眾理財,48,40-49,男,北區,網銀／APP,7,120–250萬,穩健,0,1,1,0,0,0,0,29,0,0,1,50
102722,財富管理,46,40-49,女,北區,分行臨櫃,7,250萬+,穩健,0,2,1,1,0,0,0,65,26,0,6,83
102723,大眾理財,21,20-29,女,北區,網銀／APP,2,<60萬,積極,1,2,1,1,0,0,0,26,7,0,2,30
102724,大眾理財,47,40-49,男,北區,理專業務,1,60–120萬,保守,0,1,1,0,0,0,0,14,0,0,1,34
102725,大眾理財,37,30-39,男,南區,分行臨櫃,3,<60萬,穩健,0,2,1,0,0,0,1,16,0,0,1,26
102726,財富管理,38,30-39,男,北區,網銀／APP,4,60–120萬,穩健,1,1,1,0,0,0,0,89,0,0,1,62
102727,財富管理,52,50-59,男,北區,網銀／APP,0,120–250萬,穩健,0,2,1,1,0,0,0,35,77,0,17,49
102728,大眾理財,36,30-39,女,東區,電話行銷,3,<60萬,穩健,0,3,1,1,1,0,0,28,9,4217,57,36
102729,大眾理財,25,20-29,男,中區,分行臨櫃,5,<60萬,保守,0,3,1,1,0,0,1,15,5,0,2,18
102730,貴賓理財,70,60+,男,北區,網銀／APP,5,120–250萬,保守,1,3,1,1,0,1,0,3820,71,0,46,90
102731,大眾理財,37,30-39,女,南區,電話行銷,2,<60萬,保守,1,3,1,1,0,0,1,18,18,0,5,36
102732,大眾理財,37,30-39,男,北區,網銀／APP,2,60–120萬,積極,1,4,1,1,0,1,1,601,2,0,8,51
102733,大眾理財,33,30-39,男,北區,電話行銷,1,<60萬,保守,0,2,1,0,1,0,0,7,0,1630,21,36
102734,大眾理財,50,50-59,女,中區,網銀／APP,5,<60萬,穩健,1,3,1,1,0,0,1,9,16,0,5,44
102735,大眾理財,32,30-39,男,北區,理專業務,2,60–120萬,保守,1,3,1,1,0,1,0,711,7,0,8,40
102736,大眾理財,21,20-29,男,南區,分行臨櫃,3,<60萬,保守,0,1,1,0,0,0,0,24,0,0,1,16
102737,大眾理財,30,30-39,女,北區,分行臨櫃,0,<60萬,保守,0,1,1,0,0,0,0,13,0,0,1,11
102738,大眾理財,52,50-59,女,中區,網銀／APP,2,<60萬,積極,1,2,1,0,0,1,0,317,0,0,4,36
102739,財富管理,53,50-59,女,中區,網銀／APP,5,120–250萬,保守,0,2,1,1,0,0,0,108,36,0,9,56
102740,大眾理財,35,30-39,男,東區,網銀／APP,2,<60萬,保守,1,1,1,0,0,0,0,54,0,0,1,36
102741,大眾理財,53,50-59,女,北區,分行臨櫃,2,<60萬,保守,0,1,1,0,0,0,0,13,0,0,1,30
102742,財富管理,52,50-59,女,北區,分行臨櫃,4,60–120萬,穩健,0,4,1,1,1,1,0,4412,66,521,56,67
102743,大眾理財,35,30-39,男,南區,電話行銷,3,<60萬,穩健,0,2,1,1,0,0,0,25,16,0,4,16
102744,財富管理,42,40-49,男,中區,分行臨櫃,4,250萬+,保守,0,4,1,1,0,1,1,613,35,0,15,65
102745,大眾理財,41,40-49,女,北區,電話行銷,9,60–120萬,保守,0,2,1,1,0,0,0,12,60,0,13,45
102746,財富管理,34,30-39,男,北區,網銀／APP,9,60–120萬,保守,1,4,1,1,1,0,1,184,49,9921,142,74
102747,大眾理財,38,30-39,女,南區,分行臨櫃,1,<60萬,保守,0,3,1,1,0,0,1,48,12,0,4,17
102748,大眾理財,41,40-49,男,中區,電話行銷,5,<60萬,穩健,0,4,1,1,1,0,1,16,5,4062,55,35
102749,大眾理財,20,20-29,男,中區,理專業務,0,<60萬,穩健,0,2,1,0,1,0,0,37,0,1333,18,21
102750,大眾理財,35,30-39,女,南區,電話行銷,2,<60萬,保守,0,2,1,1,0,0,0,21,31,0,7,22
102751,大眾理財,34,30-39,女,北區,分行臨櫃,0,<60萬,穩健,0,2,1,1,0,0,0,16,14,0,3,27
102752,財富管理,55,50-59,男,北區,網銀／APP,6,<60萬,保守,0,2,1,1,0,0,0,76,89,0,20,44
102753,財富管理,23,20-29,女,中區,理專業務,3,120–250萬,保守,1,4,1,1,1,0,1,22,29,9053,125,72
102754,大眾理財,33,30-39,女,南區,網銀／APP,1,<60萬,穩健,0,2,1,0,0,0,1,14,0,0,1,28
102755,貴賓理財,44,40-49,男,北區,分行臨櫃,9,120–250萬,穩健,0,3,1,1,0,1,0,2800,93,0,43,85
102756,財富管理,54,50-59,女,中區,分行臨櫃,1,<60萬,保守,1,3,1,0,0,1,1,3330,0,0,28,50
102757,貴賓理財,49,40-49,女,北區,網銀／APP,8,60–120萬,保守,1,4,1,1,1,1,0,5595,68,765,68,72
102758,財富管理,63,60+,男,北區,電話行銷,4,60–120萬,保守,1,3,1,1,0,0,1,54,5,0,3,51
102759,財富管理,51,50-59,女,南區,理專業務,3,60–120萬,保守,0,4,1,1,0,1,1,3677,31,0,37,48
102760,大眾理財,33,30-39,女,北區,理專業務,5,250萬+,穩健,0,2,1,1,0,0,0,8,9,0,2,60
102761,財富管理,46,40-49,男,北區,網銀／APP,1,60–120萬,穩健,1,4,1,1,1,1,0,597,16,4185,64,64
102762,貴賓理財,46,40-49,男,南區,網銀／APP,1,60–120萬,保守,0,4,1,1,0,1,1,13901,34,0,114,73
102763,大眾理財,47,40-49,女,北區,分行臨櫃,1,<60萬,穩健,0,2,1,0,0,1,0,511,0,0,5,32
102764,大眾理財,23,20-29,女,北區,分行臨櫃,9,<60萬,積極,0,3,1,0,1,0,1,8,0,4892,65,34
102765,大眾理財,28,20-29,男,南區,分行臨櫃,1,60–120萬,保守,0,2,1,1,0,0,0,20,5,0,1,31
102766,貴賓理財,55,50-59,女,北區,理專業務,3,60–120萬,穩健,1,2,1,0,0,1,0,1451,0,0,12,77
102767,大眾理財,51,50-59,女,中區,分行臨櫃,7,60–120萬,保守,0,1,1,0,0,0,0,13,0,0,1,42
102768,財富管理,20,20-29,男,北區,網銀／APP,2,60–120萬,穩健,1,3,1,1,1,0,0,96,62,4644,75,61
102769,財富管理,59,50-59,男,北區,網銀／APP,6,60–120萬,積極,1,3,1,0,0,1,1,1329,0,0,13,63
102770,私人銀行,53,50-59,女,中區,網銀／APP,18,120–250萬,積極,1,4,1,1,0,1,1,11391,49,0,99,99
102771,大眾理財,20,20-29,女,北區,網銀／APP,3,<60萬,保守,1,2,1,1,0,0,0,11,10,0,2,35
102772,財富管理,20,20-29,男,南區,分行臨櫃,4,60–120萬,穩健,0,2,1,0,0,0,1,175,0,0,3,33
102773,貴賓理財,33,30-39,男,南區,網銀／APP,9,120–250萬,穩健,1,3,1,1,0,0,1,318,77,0,20,85
102774,大眾理財,37,30-39,男,南區,網銀／APP,0,<60萬,穩健,0,1,1,0,0,0,0,11,0,0,1,25
102775,財富管理,43,40-49,男,北區,電話行銷,2,120–250萬,積極,0,2,1,0,0,1,0,1525,0,0,13,55
102776,大眾理財,44,40-49,男,北區,電話行銷,6,<60萬,穩健,0,4,1,1,1,0,1,14,7,584,11,42
102777,財富管理,37,30-39,女,南區,理專業務,2,60–120萬,保守,0,3,1,1,0,1,0,848,90,0,27,47
102778,大眾理財,25,20-29,男,北區,網銀／APP,0,60–120萬,保守,0,3,1,1,1,0,0,19,4,1236,17,42
102779,大眾理財,33,30-39,女,中區,分行臨櫃,3,<60萬,穩健,1,3,1,1,0,0,1,60,6,0,3,40
102780,大眾理財,38,30-39,女,南區,網銀／APP,4,<60萬,保守,1,1,1,0,0,0,0,10,0,0,1,41
102781,大眾理財,40,40-49,女,北區,理專業務,2,<60萬,穩健,1,1,1,0,0,0,0,25,0,0,1,41
102782,大眾理財,29,20-29,男,北區,分行臨櫃,4,<60萬,穩健,0,2,1,0,1,0,0,31,0,3178,42,29
102783,財富管理,53,50-59,女,中區,分行臨櫃,4,60–120萬,穩健,1,3,1,1,1,0,0,98,20,6799,94,62
102784,大眾理財,31,30-39,男,中區,理專業務,14,<60萬,穩健,0,3,1,1,1,0,0,32,13,1485,22,41
102785,大眾理財,28,20-29,男,北區,理專業務,4,60–120萬,保守,1,2,1,1,0,0,0,16,14,0,3,38
102786,財富管理,38,30-39,女,中區,分行臨櫃,4,60–120萬,穩健,1,4,1,1,1,0,1,99,106,4450,83,70
102787,財富管理,55,50-59,女,南區,電話行銷,0,120–250萬,穩健,0,3,1,1,1,0,0,72,33,7596,107,62
102788,大眾理財,36,30-39,女,北區,網銀／APP,1,<60萬,保守,1,3,1,1,0,0,1,9,10,0,4,30
102789,貴賓理財,42,40-49,男,北區,網銀／APP,2,60–120萬,穩健,1,3,1,1,0,1,0,1772,53,0,26,76
102790,大眾理財,48,40-49,女,中區,網銀／APP,7,<60萬,穩健,1,1,1,0,0,0,0,36,0,0,1,53
102791,財富管理,67,60+,男,南區,理專業務,1,60–120萬,保守,0,2,1,1,0,0,0,45,12,0,3,35
102792,大眾理財,40,40-49,女,東區,分行臨櫃,2,<60萬,保守,0,2,1,1,0,0,0,14,16,0,4,21
102793,財富管理,57,50-59,男,北區,電話行銷,5,<60萬,保守,0,2,1,0,0,1,0,2697,0,0,22,43
102794,私人銀行,66,60+,女,南區,分行臨櫃,4,250萬+,穩健,1,4,1,1,0,1,1,10851,26,0,90,93
102795,財富管理,37,30-39,女,南區,網銀／APP,3,60–120萬,保守,1,4,1,1,1,1,0,2569,18,10567,162,71
102796,大眾理財,38,30-39,男,中區,網銀／APP,3,<60萬,保守,1,1,1,0,0,0,0,16,0,0,1,42
102797,財富管理,29,20-29,女,北區,電話行銷,2,60–120萬,穩健,1,1,1,0,0,0,0,29,0,0,1,59
102798,大眾理財,35,30-39,女,北區,理專業務,3,<60萬,保守,1,1,1,0,0,0,0,35,0,0,1,34
102799,財富管理,37,30-39,女,北區,電話行銷,6,60–120萬,保守,0,3,1,0,1,0,1,34,0,3804,51,54
102800,財富管理,39,30-39,女,北區,電話行銷,2,60–120萬,保守,0,3,1,0,0,1,1,4198,0,0,34,59
102801,私人銀行,46,40-49,男,北區,分行臨櫃,2,250萬+,保守,1,4,1,1,0,1,1,20274,95,0,175,97
102802,大眾理財,34,30-39,男,南區,理專業務,8,<60萬,保守,1,2,1,1,0,0,0,12,12,0,3,51
102803,大眾理財,43,40-49,男,北區,網銀／APP,8,60–120萬,穩健,1,3,1,1,1,0,0,26,9,1897,27,65
102804,大眾理財,36,30-39,女,南區,網銀／APP,2,60–120萬,保守,0,3,1,0,1,0,1,13,0,2305,31,47
102805,大眾理財,20,20-29,男,北區,網銀／APP,3,<60萬,保守,0,2,1,1,0,0,0,11,38,0,8,15
102806,大眾理財,29,20-29,男,南區,網銀／APP,3,<60萬,保守,1,2,1,1,0,0,0,19,25,0,6,27
102807,大眾理財,21,20-29,女,北區,網銀／APP,2,60–120萬,保守,0,3,1,1,0,1,0,574,12,0,8,29
102808,財富管理,46,40-49,女,中區,網銀／APP,3,60–120萬,保守,1,4,1,1,0,1,1,1748,31,0,23,71
102809,大眾理財,43,40-49,男,中區,分行臨櫃,0,<60萬,保守,0,3,1,0,1,1,0,169,0,1441,22,36
102810,大眾理財,40,40-49,女,南區,理專業務,0,<60萬,保守,0,2,1,0,1,0,0,9,0,4128,54,32
102811,大眾理財,29,20-29,男,北區,理專業務,2,<60萬,穩健,1,2,1,1,0,0,0,15,5,0,1,30
102812,貴賓理財,52,50-59,女,北區,網銀／APP,3,<60萬,積極,1,5,1,1,1,1,1,1690,70,3683,78,74
102813,財富管理,38,30-39,男,東區,理專業務,1,60–120萬,保守,0,3,1,1,0,1,0,1255,77,0,28,49
102814,大眾理財,25,20-29,男,北區,網銀／APP,2,<60萬,穩健,1,1,1,0,0,0,0,17,0,0,1,31
102815,大眾理財,46,40-49,女,中區,網銀／APP,4,<60萬,保守,0,2,1,1,0,0,0,28,45,0,10,26
102816,大眾理財,46,40-49,男,北區,理專業務,1,<60萬,保守,0,2,1,1,0,0,0,27,20,0,5,20
102817,大眾理財,48,40-49,男,北區,網銀／APP,0,<60萬,保守,1,3,1,1,0,1,0,684,7,0,8,38
102818,大眾理財,31,30-39,男,中區,電話行銷,3,<60萬,保守,0,2,1,0,1,0,0,17,0,2777,36,30
102819,大眾理財,50,50-59,男,中區,網銀／APP,2,<60萬,穩健,1,1,1,0,0,0,0,13,0,0,1,31
102820,貴賓理財,44,40-49,女,中區,網銀／APP,9,60–120萬,保守,1,4,1,1,0,1,1,6632,96,0,73,94
102821,大眾理財,45,40-49,男,北區,分行臨櫃,0,120–250萬,穩健,1,2,1,0,0,0,1,23,0,0,1,54
102822,財富管理,38,30-39,男,南區,理專業務,1,<60萬,穩健,0,3,1,1,0,0,1,90,18,0,6,32
102823,大眾理財,35,30-39,女,東區,分行臨櫃,2,<60萬,穩健,1,2,1,1,0,0,0,73,6,0,2,38
102824,貴賓理財,23,20-29,男,北區,網銀／APP,2,120–250萬,保守,1,3,1,1,0,0,1,369,40,0,13,79
102825,私人銀行,51,50-59,男,北區,分行臨櫃,13,120–250萬,保守,0,3,1,1,0,1,0,35099,65,0,279,88
102826,財富管理,45,40-49,男,北區,網銀／APP,1,60–120萬,穩健,0,4,1,1,1,1,0,534,21,4369,67,52
102827,大眾理財,33,30-39,女,南區,網銀／APP,2,<60萬,穩健,0,2,1,1,0,0,0,10,8,0,2,22
102828,大眾理財,57,50-59,女,北區,電話行銷,9,120–250萬,穩健,0,2,1,0,1,0,0,11,0,2085,27,58
102829,財富管理,31,30-39,女,中區,網銀／APP,1,60–120萬,保守,1,3,1,1,0,1,0,1387,40,0,21,66
102830,財富管理,37,30-39,女,北區,分行臨櫃,4,60–120萬,穩健,0,2,1,0,0,0,1,58,0,0,2,44
102831,大眾理財,28,20-29,女,中區,分行臨櫃,2,60–120萬,穩健,0,3,1,1,1,0,0,20,23,3645,53,37
102832,大眾理財,31,30-39,女,南區,分行臨櫃,3,<60萬,保守,0,2,1,1,0,0,0,59,10,0,3,22
102833,大眾理財,49,40-49,女,北區,電話行銷,3,<60萬,積極,0,3,1,1,1,0,0,16,12,502,9,34
102834,財富管理,60,60+,女,北區,理專業務,4,60–120萬,穩健,1,2,1,0,1,0,0,98,0,1018,14,66
102835,財富管理,36,30-39,女,北區,網銀／APP,7,60–120萬,保守,0,3,1,1,0,0,1,69,32,0,9,58
102836,財富管理,36,30-39,男,北區,網銀／APP,7,60–120萬,保守,0,2,1,1,0,0,0,164,20,0,6,56
102837,財富管理,31,30-39,男,北區,分行臨櫃,2,120–250萬,穩健,0,2,1,1,0,0,0,112,11,0,3,62
102838,大眾理財,52,50-59,女,南區,理專業務,1,<60萬,穩健,0,1,1,0,0,0,0,16,0,0,1,24
102839,大眾理財,50,50-59,男,北區,理專業務,4,<60萬,積極,0,4,1,1,0,1,1,672,7,0,9,27
102840,大眾理財,36,30-39,男,北區,電話行銷,3,<60萬,穩健,1,1,1,0,0,0,0,26,0,0,1,36
102841,財富管理,28,20-29,男,北區,分行臨櫃,5,<60萬,保守,1,2,1,1,0,0,0,136,41,0,10,43
102842,大眾理財,23,20-29,男,中區,網銀／APP,2,120–250萬,保守,1,1,1,0,0,0,0,18,0,0,1,55
102843,大眾理財,39,30-39,女,南區,理專業務,1,<60萬,穩健,0,3,1,1,0,0,1,27,18,0,5,26
102844,大眾理財,44,40-49,男,北區,分行臨櫃,4,<60萬,穩健,0,3,1,1,0,0,1,15,66,0,16,32
102845,大眾理財,20,20-29,女,北區,網銀／APP,1,<60萬,積極,1,2,1,0,0,0,1,10,0,0,1,26
102846,大眾理財,34,30-39,男,北區,理專業務,9,60–120萬,穩健,0,2,1,1,0,0,0,13,18,0,4,35
102847,大眾理財,55,50-59,女,東區,電話行銷,8,<60萬,積極,0,1,1,0,0,0,0,26,0,0,1,24
102848,大眾理財,35,30-39,男,南區,網銀／APP,10,<60萬,穩健,0,1,1,0,0,0,0,25,0,0,1,33
102849,財富管理,60,60+,男,北區,網銀／APP,4,120–250萬,穩健,0,4,1,1,0,1,1,752,7,0,10,62
102850,大眾理財,45,40-49,男,中區,理專業務,2,<60萬,穩健,0,1,1,0,0,0,0,47,0,0,1,19
102851,大眾理財,26,20-29,男,南區,網銀／APP,6,<60萬,穩健,1,3,1,1,0,1,0,140,14,0,6,45
102852,大眾理財,34,30-39,男,南區,理專業務,2,<60萬,穩健,0,4,1,1,1,0,1,19,72,4893,81,18
102853,財富管理,42,40-49,女,北區,網銀／APP,7,120–250萬,穩健,1,3,1,1,0,1,0,953,5,0,10,88
102854,大眾理財,27,20-29,女,中區,電話行銷,4,60–120萬,保守,0,2,1,0,0,0,1,19,0,0,1,26
102855,財富管理,33,30-39,女,中區,理專業務,2,120–250萬,積極,1,2,1,1,0,0,0,24,33,0,7,78
102856,貴賓理財,66,60+,男,北區,網銀／APP,7,60–120萬,穩健,1,4,1,1,0,1,1,1022,74,0,26,71
102857,財富管理,33,30-39,女,北區,網銀／APP,6,120–250萬,保守,0,3,1,1,0,0,1,40,22,0,6,68
102858,大眾理財,49,40-49,男,北區,分行臨櫃,2,<60萬,保守,0,2,1,1,0,0,0,27,32,0,7,14
102859,財富管理,39,30-39,女,北區,電話行銷,1,60–120萬,保守,0,4,1,1,1,1,0,1615,25,4417,77,58
102860,大眾理財,37,30-39,女,北區,網銀／APP,7,60–120萬,穩健,0,2,1,1,0,0,0,8,14,0,3,45
102861,大眾理財,44,40-49,男,南區,分行臨櫃,9,60–120萬,保守,0,4,1,1,0,1,1,676,4,0,9,48
102862,大眾理財,31,30-39,女,南區,理專業務,3,60–120萬,保守,0,2,1,1,0,0,0,20,20,0,5,35
102863,大眾理財,44,40-49,男,北區,理專業務,2,<60萬,保守,0,4,1,1,0,1,1,562,38,0,15,33
102864,大眾理財,20,20-29,男,北區,理專業務,0,<60萬,保守,1,1,1,0,0,0,0,14,0,0,1,28
102865,大眾理財,42,40-49,女,中區,網銀／APP,3,60–120萬,積極,0,1,1,0,0,0,0,7,0,0,1,35
102866,大眾理財,20,20-29,女,北區,理專業務,2,120–250萬,穩健,0,1,1,0,0,0,0,51,0,0,1,29
102867,大眾理財,35,30-39,女,北區,理專業務,0,<60萬,保守,0,1,1,0,0,0,0,15,0,0,1,27
102868,大眾理財,47,40-49,男,南區,分行臨櫃,5,<60萬,積極,1,2,1,0,0,0,1,34,0,0,2,49
102869,貴賓理財,56,50-59,女,北區,理專業務,7,120–250萬,保守,0,5,1,1,1,1,1,3176,71,12606,206,83
102870,大眾理財,23,20-29,女,北區,網銀／APP,1,<60萬,積極,1,2,1,1,0,0,0,18,12,0,3,34
102871,財富管理,31,30-39,男,南區,理專業務,11,60–120萬,積極,1,3,1,1,0,0,1,19,22,0,6,71
102872,大眾理財,30,30-39,女,中區,電話行銷,2,120–250萬,穩健,0,3,1,1,1,0,0,11,12,696,12,46
102873,大眾理財,40,40-49,男,北區,網銀／APP,3,<60萬,穩健,1,2,1,0,1,0,0,51,0,1009,14,54
102874,大眾理財,20,20-29,女,中區,網銀／APP,2,60–120萬,穩健,0,3,1,1,0,0,1,32,13,0,4,24
102875,大眾理財,37,30-39,男,南區,分行臨櫃,5,<60萬,保守,0,2,1,0,0,0,1,40,0,0,2,28
102876,大眾理財,41,40-49,女,北區,分行臨櫃,4,<60萬,保守,1,2,1,1,0,0,0,24,36,0,8,45
102877,大眾理財,34,30-39,男,中區,網銀／APP,0,<60萬,保守,1,1,1,0,0,0,0,20,0,0,1,41
102878,大眾理財,43,40-49,男,北區,理專業務,2,<60萬,保守,0,1,1,0,0,0,0,34,0,0,1,13
102879,大眾理財,40,40-49,男,北區,分行臨櫃,4,60–120萬,保守,0,3,1,1,0,0,1,33,5,0,3,42
102880,大眾理財,32,30-39,男,北區,分行臨櫃,0,<60萬,積極,1,2,1,0,0,0,1,21,0,0,1,31
102881,大眾理財,20,20-29,女,北區,網銀／APP,4,60–120萬,保守,1,1,1,0,0,0,0,18,0,0,1,45
102882,大眾理財,39,30-39,男,北區,分行臨櫃,4,<60萬,保守,1,3,1,1,0,0,1,34,6,0,3,32
102883,大眾理財,27,20-29,男,南區,分行臨櫃,1,120–250萬,保守,1,4,1,1,1,0,1,10,41,2404,41,57
102884,大眾理財,31,30-39,女,北區,分行臨櫃,2,<60萬,保守,1,2,1,0,0,0,1,14,0,0,1,41
102885,大眾理財,43,40-49,男,南區,網銀／APP,0,<60萬,穩健,0,1,1,0,0,0,0,8,0,0,1,31
102886,大眾理財,53,50-59,女,北區,網銀／APP,1,<60萬,穩健,0,2,1,1,0,0,0,10,10,0,2,22
102887,大眾理財,37,30-39,男,南區,理專業務,2,<60萬,穩健,0,2,1,0,0,0,1,19,0,0,1,33
102888,貴賓理財,56,50-59,女,中區,網銀／APP,8,120–250萬,穩健,1,5,1,1,1,1,1,8958,129,4319,154,89
102889,大眾理財,22,20-29,男,北區,分行臨櫃,5,60–120萬,穩健,0,2,1,1,0,0,0,68,33,0,8,32
102890,大眾理財,40,40-49,男,中區,電話行銷,3,60–120萬,保守,0,3,1,1,0,0,1,16,52,0,13,33
102891,大眾理財,37,30-39,女,南區,理專業務,2,<60萬,穩健,0,2,1,1,0,0,0,13,66,0,14,22
102892,私人銀行,68,60+,男,北區,網銀／APP,11,120–250萬,保守,1,3,1,1,0,1,0,11342,43,0,96,93
102893,大眾理財,32,30-39,男,北區,理專業務,3,<60萬,保守,1,2,1,0,0,0,1,20,0,0,1,25
102894,大眾理財,35,30-39,男,中區,電話行銷,3,60–120萬,積極,1,2,1,0,1,0,0,66,0,677,9,57
102895,私人銀行,66,60+,男,中區,理專業務,12,250萬+,穩健,1,3,1,0,0,1,1,12210,0,0,94,97
102896,大眾理財,36,30-39,女,北區,網銀／APP,4,<60萬,穩健,0,2,1,1,0,0,0,9,4,0,1,26
102897,私人銀行,42,40-49,男,南區,分行臨櫃,8,60–120萬,保守,1,4,1,1,0,1,1,17143,105,0,154,98
102898,大眾理財,66,60+,女,北區,分行臨櫃,4,<60萬,穩健,0,1,1,0,0,0,0,18,0,0,1,18
102899,財富管理,32,30-39,男,北區,電話行銷,2,60–120萬,積極,0,2,1,1,0,0,0,63,18,0,4,43
102900,大眾理財,37,30-39,女,中區,理專業務,1,<60萬,積極,0,3,1,1,0,0,1,14,22,0,6,22
102901,大眾理財,41,40-49,男,東區,網銀／APP,9,<60萬,穩健,1,3,1,1,1,0,0,83,18,1461,24,55
102902,貴賓理財,52,50-59,男,北區,分行臨櫃,2,250萬+,穩健,0,2,1,1,0,0,0,132,42,0,10,78
102903,大眾理財,35,30-39,女,北區,分行臨櫃,5,<60萬,保守,0,2,1,0,0,0,1,8,0,0,1,24
102904,私人銀行,52,50-59,女,北區,網銀／APP,5,250萬+,保守,1,3,1,1,0,0,1,322,95,0,24,99
102905,大眾理財,35,30-39,女,中區,理專業務,4,60–120萬,保守,1,2,1,1,0,0,0,13,8,0,2,57
102906,財富管理,31,30-39,女,北區,網銀／APP,0,60–120萬,穩健,1,2,1,0,0,1,0,458,0,0,5,63
102907,貴賓理財,73,60+,女,北區,網銀／APP,1,<60萬,積極,1,3,1,1,0,1,0,3782,40,0,39,57
102908,大眾理財,35,30-39,女,北區,網銀／APP,5,<60萬,積極,0,3,1,1,0,0,1,57,14,0,5,22
102909,貴賓理財,56,50-59,女,南區,理專業務,1,120–250萬,保守,0,3,1,1,0,0,1,69,90,0,21,67
102910,大眾理財,34,30-39,男,北區,理專業務,1,<60萬,保守,0,3,1,1,1,0,0,8,16,1244,20,39
102911,財富管理,40,40-49,男,中區,分行臨櫃,10,120–250萬,保守,0,4,1,1,0,1,1,2650,66,0,37,69
102912,大眾理財,32,30-39,女,北區,網銀／APP,5,60–120萬,穩健,1,3,1,1,0,0,1,15,9,0,3,52
102913,大眾理財,20,20-29,男,北區,理專業務,2,<60萬,穩健,0,2,1,0,0,0,1,13,0,0,1,11
102914,財富管理,42,40-49,女,北區,理專業務,2,<60萬,穩健,0,4,1,1,1,1,0,3570,8,3666,78,50
102915,大眾理財,33,30-39,男,北區,網銀／APP,7,<60萬,積極,1,2,1,1,0,0,0,12,6,0,1,38
102916,大眾理財,50,50-59,女,北區,分行臨櫃,1,<60萬,穩健,1,1,1,0,0,0,0,8,0,0,1,36
102917,大眾理財,24,20-29,男,北區,網銀／APP,3,<60萬,穩健,1,2,1,0,0,0,1,30,0,0,2,19
102918,財富管理,37,30-39,女,北區,網銀／APP,9,120–250萬,積極,0,4,1,1,1,1,0,1298,17,5513,87,73
102919,大眾理財,28,20-29,女,北區,分行臨櫃,3,<60萬,穩健,1,2,1,1,0,0,0,16,6,0,2,39
102920,財富管理,59,50-59,男,北區,理專業務,9,60–120萬,保守,0,2,1,1,0,0,0,15,31,0,7,56
102921,私人銀行,45,40-49,男,北區,分行臨櫃,4,250萬+,保守,0,3,1,1,0,1,0,4942,18,0,43,88
102922,大眾理財,44,40-49,男,北區,理專業務,1,<60萬,保守,0,3,1,1,1,0,0,15,4,1349,19,37
102923,大眾理財,48,40-49,女,北區,網銀／APP,4,<60萬,保守,1,2,1,0,1,0,0,9,0,7032,92,54
102924,財富管理,42,40-49,女,中區,分行臨櫃,9,60–120萬,穩健,0,3,1,1,0,1,0,3195,32,0,32,56
102925,大眾理財,22,20-29,女,南區,網銀／APP,4,<60萬,穩健,1,2,1,1,0,0,0,16,7,0,2,37
102926,大眾理財,22,20-29,男,中區,網銀／APP,1,<60萬,保守,1,1,1,0,0,0,0,15,0,0,1,28
102927,財富管理,53,50-59,女,北區,理專業務,17,60–120萬,保守,1,2,1,1,0,0,0,150,41,0,10,70
102928,大眾理財,24,20-29,男,東區,網銀／APP,0,<60萬,保守,1,4,1,1,1,0,1,12,18,136,7,32
102929,大眾理財,42,40-49,女,東區,分行臨櫃,3,<60萬,穩健,0,2,1,0,0,0,1,22,0,0,1,29
102930,財富管理,45,40-49,女,北區,理專業務,9,<60萬,保守,0,5,1,1,1,1,1,1370,27,1405,37,48
102931,大眾理財,42,40-49,女,北區,網銀／APP,3,<60萬,保守,0,1,1,0,0,0,0,31,0,0,1,17
102932,大眾理財,43,40-49,女,中區,分行臨櫃,4,<60萬,穩健,0,3,1,1,1,0,0,23,20,1463,24,38
102933,大眾理財,27,20-29,男,東區,理專業務,0,<60萬,穩健,0,3,1,1,0,1,0,505,10,0,8,21
102934,貴賓理財,39,30-39,男,南區,分行臨櫃,8,250萬+,保守,0,3,1,1,0,1,0,2841,20,0,27,84
102935,財富管理,51,50-59,男,中區,分行臨櫃,1,<60萬,穩健,1,4,1,1,0,1,1,839,27,0,15,51
102936,大眾理財,31,30-39,男,中區,網銀／APP,3,60–120萬,保守,1,4,1,1,1,1,0,279,5,528,12,58
102937,大眾理財,20,20-29,男,東區,網銀／APP,0,250萬+,穩健,0,1,1,0,0,0,0,26,0,0,1,36
