CustomerID,YearMonth,AUM_k,CardSpend_k,LoanBalance_k,Contribution_k
103535,2026-02,117,0,390,0
103536,2026-02,6191,42,1542,6
103537,2026-02,62,0,1933,2
103538,2026-02,6,7,0,0
103539,2026-02,21,0,0,0
103540,2026-02,8,0,0,0
103541,2026-02,3527,83,0,3
103542,2026-02,13,0,3083,3
103543,2026-02,8562,144,0,8
103544,2026-02,17,0,0,0
103545,2026-02,11,0,0,0
103546,2026-02,26,41,0,0
103547,2026-02,10,0,0,0
103548,2026-02,6740,44,3913,10
103549,2026-02,14,24,0,0
103550,2026-02,60,0,0,0
103551,2026-02,266,50,1957,3
103552,2026-02,21,18,1253,1
103553,2026-02,12,0,0,0
103554,2026-02,22,19,1695,2
103555,2026-02,19,19,0,0
103556,2026-02,72,29,628,1
103557,2026-02,8,9,833,1
103558,2026-02,336,21,0,0
103559,2026-02,2514,14,0,1
103560,2026-02,30,8,0,0
103561,2026-02,1694,41,3825,6
103562,2026-02,39,48,0,0
103563,2026-02,339,0,17712,22
103564,2026-02,13,34,1223,2
103565,2026-02,12364,39,0,8
103566,2026-02,893,0,0,0
103567,2026-02,93,38,0,0
103568,2026-02,29,0,0,0
103569,2026-02,1176,17,0,1
103570,2026-02,29,0,0,0
103571,2026-02,7744,32,0,5
103572,2026-02,38,15,0,0
103573,2026-02,10,0,0,0
103574,2026-02,12,4,0,0
103575,2026-02,26,0,0,0
103576,2026-02,24,0,0,0
103577,2026-02,4777,0,0,3
103578,2026-02,14,4,0,0
103579,2026-02,25,21,0,0
103580,2026-02,10,7,0,0
103581,2026-02,193,249,0,4
103582,2026-02,1694,30,0,1
103583,2026-02,32,10,811,1
103584,2026-02,1093,57,2984,5
103585,2026-02,2507,40,0,2
103586,2026-02,2634,24,0,2
103587,2026-02,9,51,0,0
103588,2026-02,25,3,678,0
103589,2026-02,284,12,1440,2
103590,2026-02,6,0,0,0
103591,2026-02,650,12,0,0
103592,2026-02,18,0,0,0
103593,2026-02,976,0,9041,12
103594,2026-02,17,8,0,0
103595,2026-02,101,0,0,0
103596,2026-02,7242,0,0,4
103597,2026-02,3974,0,0,2
103598,2026-02,1992,39,1454,3
103599,2026-02,1377,76,0,2
103600,2026-02,24,0,0,0
103601,2026-02,8,8,0,0
103602,2026-02,9,4,0,0
103603,2026-02,19,12,0,0
103604,2026-02,26,8,0,0
103605,2026-02,103,25,0,0
103606,2026-02,11,4,0,0
103607,2026-02,8,0,256,0
103608,2026-02,25,13,155,0
103609,2026-02,18,8,0,0
103610,2026-02,18,0,0,0
103611,2026-02,24,0,0,0
103612,2026-02,31,38,0,0
103613,2026-02,13,41,0,0
103614,2026-02,10569,26,4774,13
103615,2026-02,12,0,0,0
103616,2026-02,91,0,0,0
103617,2026-02,11,24,0,0
103618,2026-02,36,0,0,0
103619,2026-02,9,38,0,0
103620,2026-02,6238,0,0,4
103621,2026-02,26,17,2147,3
103622,2026-02,13,13,0,0
103623,2026-02,28,0,1253,1
103624,2026-02,541,0,0,0
103625,2026-02,2205,27,0,2
103626,2026-02,30,7,1532,2
103627,2026-02,813,0,0,0
103628,2026-02,103,7,0,0
103629,2026-02,181,59,1591,3
103630,2026-02,177,0,0,0
103631,2026-02,10,1,0,0
103632,2026-02,54,11,0,0
103633,2026-02,152,12,0,0
103634,2026-02,37,10,2900,3
103635,2026-02,13,18,0,0
103636,2026-02,25,9,0,0
103637,2026-02,843,38,0,1
103638,2026-02,17,13,0,0
103639,2026-02,202,40,0,0
103640,2026-02,48,25,0,0
103641,2026-02,20,0,3659,4
103642,2026-02,15,10,0,0
103643,2026-02,36,70,0,1
103644,2026-02,31,12,3358,4
103645,2026-02,17,0,2744,3
103646,2026-02,210,19,0,0
103647,2026-02,7,0,0,0
103648,2026-02,13,0,2274,2
103649,2026-02,283,0,0,0
103650,2026-02,106,41,768,1
103651,2026-02,9,0,0,0
103652,2026-02,17,0,0,0
103653,2026-02,36,13,913,1
103654,2026-02,412,0,0,0
103655,2026-02,22,3,0,0
103656,2026-02,11,21,0,0
103657,2026-02,15,0,0,0
103658,2026-02,10,6,0,0
103659,2026-02,11807,17,0,7
103660,2026-02,24,0,0,0
103661,2026-02,19,15,0,0
103662,2026-02,5585,60,0,4
103663,2026-02,14146,36,0,9
103664,2026-02,8793,0,0,5
103665,2026-02,19,13,1774,2
103666,2026-02,19,5,0,0
103667,2026-02,442,24,0,0
103668,2026-02,53,0,0,0
103669,2026-02,30,9,2076,2
103670,2026-02,23,18,0,0
103671,2026-02,30,28,324,0
103672,2026-02,450,8,0,0
103673,2026-02,8,0,0,0
103674,2026-02,39,0,0,0
103675,2026-02,727,22,0,0
103676,2026-02,4413,40,3188,7
103677,2026-02,11,0,0,0
103678,2026-02,14,0,0,0
103679,2026-02,21,31,1517,2
103680,2026-02,48,0,0,0
103681,2026-02,48,21,0,0
103682,2026-02,1105,9,0,0
103683,2026-02,8,0,0,0
103684,2026-02,9,0,0,0
103685,2026-02,10,3,0,0
103686,2026-02,30,0,0,0
103687,2026-02,10,0,0,0
103688,2026-02,74,0,0,0
103689,2026-02,70,0,0,0
103690,2026-02,17,0,0,0
103691,2026-02,54,19,0,0
103692,2026-02,38,13,0,0
103693,2026-02,31,18,0,0
103694,2026-02,45,0,0,0
103695,2026-02,1150,48,0,1
103696,2026-02,9,0,0,0
103697,2026-02,25,6,1916,2
103698,2026-02,14,23,0,0
103699,2026-02,27,14,0,0
103700,2026-02,34,18,0,0
103701,2026-02,2323,58,2760,6
103702,2026-02,12,5,0,0
103703,2026-02,17,0,751,1
103704,2026-02,4501,21,0,3
103705,2026-02,11,32,0,0
103706,2026-02,72,10,1793,2
103707,2026-02,8,19,0,0
103708,2026-02,280,0,0,0
103709,2026-02,21,0,0,0
103710,2026-02,2336,28,0,2
103711,2026-02,7976,23,0,5
103712,2026-02,12,23,0,0
103713,2026-02,10001,47,0,7
103714,2026-02,61,24,0,0
103715,2026-02,195,15,2402,3
103716,2026-02,1354,92,0,2
103717,2026-02,5173,0,0,3
103718,2026-02,7374,7,453,5
103719,2026-02,8060,57,0,6
103720,2026-02,20,24,0,0
103721,2026-02,30,79,0,1
103722,2026-02,28,0,842,1
103723,2026-02,1116,25,0,1
103724,2026-02,51,20,0,0
103725,2026-02,419,69,2512,4
103726,2026-02,40,9,0,0
103727,2026-02,11168,48,0,8
103728,2026-02,67,0,0,0
103729,2026-02,2824,20,3961,7
103730,2026-02,212,0,0,0
103731,2026-02,5756,0,2409,6
103732,2026-02,1022,0,0,0
103733,2026-02,22,3,0,0
103734,2026-02,26,0,0,0
103735,2026-02,21,21,0,0
103736,2026-02,10672,52,0,7
103737,2026-02,25,25,0,0
103738,2026-02,89,26,0,0
103739,2026-02,2290,31,0,2
103740,2026-02,7,0,0,0
103741,2026-02,11,12,1292,1
103742,2026-02,13,4,0,0
103743,2026-02,422,0,0,0
103744,2026-02,10,37,0,0
103745,2026-02,30,0,0,0
103746,2026-02,94,0,0,0
103747,2026-02,38,19,0,0
103748,2026-02,11285,12,0,7
103749,2026-02,38,4,0,0
103750,2026-02,19,0,0,0
103751,2026-02,51,5,801,1
103752,2026-02,12,10,0,0
103753,2026-02,48,0,0,0
103754,2026-02,154,32,0,0
103755,2026-02,29,0,0,0
103756,2026-02,18,10,0,0
103757,2026-02,12,0,0,0
103758,2026-02,19,0,0,0
103759,2026-02,1286,67,0,2
103760,2026-02,39,0,0,0
103761,2026-02,8726,15,0,6
103762,2026-02,14,20,0,0
103763,2026-02,7,14,0,0
103764,2026-02,10,8,0,0
103765,2026-02,146,51,0,1
103766,2026-02,858,8,0,0
103767,2026-02,38,13,0,0
103768,2026-02,9,0,0,0
103769,2026-02,24,28,0,0
103770,2026-02,1444,0,0,1
103771,2026-02,5087,117,1605,7
103772,2026-02,2806,12,0,2
103773,2026-02,69,10,0,0
103774,2026-02,745,0,0,0
103775,2026-02,4312,12,0,3
103776,2026-02,85,11,0,0
103777,2026-02,170,12,0,0
103778,2026-02,8,14,0,0
103779,2026-02,101,59,0,1
103780,2026-02,2854,13,0,2
103781,2026-02,12,0,0,0
103782,2026-02,127,7,0,0
103783,2026-02,5275,0,6132,11
103784,2026-02,352,7,0,0
103785,2026-02,19,20,0,0
103786,2026-02,2147,0,0,1
103787,2026-02,1933,46,0,2
103788,2026-02,14,0,0,0
103789,2026-02,15,5,0,0
103790,2026-02,98,72,0,1
103791,2026-02,34,0,1563,1
103792,2026-02,15,12,0,0
103793,2026-02,20,10,447,0
103794,2026-02,35,27,0,0
103795,2026-02,14,70,0,1
103796,2026-02,100,15,0,0
103797,2026-02,1764,0,0,1
103798,2026-02,1100,55,0,1
103799,2026-02,9,0,0,0
103800,2026-02,10,0,0,0
103801,2026-02,38,0,0,0
103802,2026-02,8,0,0,0
103803,2026-02,69,0,0,0
103804,2026-02,11,26,1293,2
103805,2026-02,90,7,3702,4
103806,2026-02,12,0,0,0
103807,2026-02,13,26,0,0
103808,2026-02,19,17,0,0
103809,2026-02,5207,53,3116,8
103810,2026-02,20,20,0,0
103811,2026-02,8,28,0,0
103812,2026-02,19,7,0,0
103813,2026-02,19,6,0,0
103814,2026-02,25,14,0,0
103815,2026-02,21,0,0,0
103816,2026-02,17,40,0,0
103817,2026-02,26,13,0,0
103818,2026-02,34,13,3259,4
103819,2026-02,1538,10,0,1
103820,2026-02,2279,29,807,3
103821,2026-02,10,11,0,0
103822,2026-02,990,22,0,1
103823,2026-02,52,7,0,0
103824,2026-02,12,20,0,0
103825,2026-02,2268,23,963,3
103826,2026-02,21,31,747,1
103827,2026-02,12,6,0,0
103828,2026-02,24,13,0,0
103829,2026-02,145,46,0,0
103830,2026-02,45,23,0,0
103831,2026-02,12,29,0,0
103832,2026-02,682,24,0,0
103833,2026-02,10,6,0,0
103834,2026-02,13,18,0,0
103835,2026-02,19,0,0,0
103836,2026-02,13,8,0,0
103837,2026-02,47,24,3762,5
103838,2026-02,135,0,0,0
103839,2026-02,2760,0,0,1
103840,2026-02,96,23,511,1
103841,2026-02,85,27,0,0
103842,2026-02,88,0,0,0
103843,2026-02,33554,18,0,21
103844,2026-02,22,0,0,0
103845,2026-02,1422,25,11795,16
103846,2026-02,13,0,0,0
103847,2026-02,739,21,0,1
103848,2026-02,27,17,0,0
103849,2026-02,34,10,0,0
103850,2026-02,10,20,0,0
103851,2026-02,12,14,0,0
103852,2026-02,25,0,0,0
103853,2026-02,245,5,0,0
103854,2026-02,20,0,0,0
103855,2026-02,9,0,0,0
103856,2026-02,6,7,1252,1
103857,2026-02,208,13,1463,2
103858,2026-02,848,13,9914,13
103859,2026-02,1172,26,0,1
103860,2026-02,19,11,1464,2
103861,2026-02,10,0,0,0
103862,2026-02,14,0,0,0
103863,2026-02,572,65,0,1
103864,2026-02,70,7,5094,6
103865,2026-02,6128,35,1338,6
103866,2026-02,7,9,0,0
103867,2026-02,25,0,0,0
103868,2026-02,14,17,0,0
103869,2026-02,48,14,3560,4
103870,2026-02,18,20,0,0
103871,2026-02,78,0,0,0
103872,2026-02,20,12,0,0
103873,2026-02,37,1,0,0
103874,2026-02,24,17,0,0
103875,2026-02,18420,46,1701,14
103876,2026-02,28,11,0,0
103877,2026-02,13,32,0,0
103878,2026-02,1431,0,6222,8
103879,2026-02,59,0,0,0
103880,2026-02,8,4,0,0
103881,2026-02,1886,26,2414,4
103882,2026-02,24350,40,0,16
103883,2026-02,92,42,0,0
103884,2026-02,27,13,6432,8
103885,2026-02,22229,80,0,15
103886,2026-02,42,20,0,0
103887,2026-02,43882,81,0,29
103888,2026-02,22,23,4318,5
103889,2026-02,15521,61,5919,18
103890,2026-02,17,0,0,0
103891,2026-02,11,28,0,0
103892,2026-02,573,128,0,2
103893,2026-02,21,6,586,0
103894,2026-02,12,20,0,0
103895,2026-02,5104,41,1587,6
103896,2026-02,1454,29,0,1
103897,2026-02,22,0,3498,4
103898,2026-02,31,0,0,0
103899,2026-02,42,0,1745,2
103900,2026-02,41,0,100,0
103901,2026-02,1161,21,0,1
103902,2026-02,55,0,0,0
103903,2026-02,38,11,11127,14
103904,2026-02,17,10,0,0
103905,2026-02,13,4,0,0
103906,2026-02,469,14,0,0
103907,2026-02,56,101,2528,5
103908,2026-02,8817,28,8794,17
103909,2026-02,43,0,0,0
103910,2026-02,63,0,1762,2
103911,2026-02,39,0,0,0
103912,2026-02,18,11,0,0
103913,2026-02,586,74,0,1
103914,2026-02,8,10,0,0
103915,2026-02,23,9,3540,4
103916,2026-02,7,12,0,0
103917,2026-02,9,13,0,0
103918,2026-02,8,15,0,0
103919,2026-02,1211,15,0,1
103920,2026-02,21,7,0,0
103921,2026-02,7,0,0,0
103922,2026-02,9364,0,0,6
103923,2026-02,18,0,0,0
103924,2026-02,1469,17,0,1
103925,2026-02,18,0,0,0
103926,2026-02,11,0,1124,1
103927,2026-02,11,10,0,0
103928,2026-02,486,104,0,2
103929,2026-02,18,17,0,0
103930,2026-02,174,48,603,1
103931,2026-02,258,0,0,0
103932,2026-02,17,21,0,0
103933,2026-02,21,21,0,0
103934,2026-02,15,0,1296,1
103935,2026-02,7,0,0,0
103936,2026-02,17,0,0,0
103937,2026-02,10,17,0,0
103938,2026-02,3941,0,0,2
103939,2026-02,24,10,0,0
103940,2026-02,36,0,0,0
103941,2026-02,12,0,0,0
103942,2026-02,34,0,3346,4
103943,2026-02,9,15,0,0
103944,2026-02,18,0,0,0
103945,2026-02,10,7,0,0
103946,2026-02,8109,44,0,6
103947,2026-02,65,0,0,0
103948,2026-02,22,6,0,0
103949,2026-02,1262,73,0,2
103950,2026-02,11,7,0,0
103951,2026-02,4543,12,0,3
103952,2026-02,9919,22,0,6
103953,2026-02,2389,118,0,3
103954,2026-02,3290,36,0,2
103955,2026-02,19,0,0,0
103956,2026-02,142,0,1120,1
103957,2026-02,13732,0,3057,12
103958,2026-02,3790,45,3428,7
103959,2026-02,17,8,0,0
103960,2026-02,13,0,0,0
103961,2026-02,11,0,0,0
103962,2026-02,9,0,0,0
103963,2026-02,956,11,11890,15
103964,2026-02,30,0,649,0
103965,2026-02,14,11,1730,2
103966,2026-02,12,5,0,0
103967,2026-02,9,65,643,2
103968,2026-02,29,0,1688,2
103969,2026-02,60,7,788,1
103970,2026-02,10,64,0,1
103971,2026-02,2697,91,0,3
103972,2026-02,10,3,6390,7
103973,2026-02,31,13,2948,3
103974,2026-02,38,0,0,0
103975,2026-02,20,0,0,0
103976,2026-02,9,21,0,0
103977,2026-02,23,4,0,0
103978,2026-02,21,4,821,1
103979,2026-02,22,27,0,0
103980,2026-02,29,0,5489,6
103981,2026-02,9,0,0,0
103982,2026-02,8,12,0,0
103983,2026-02,41,0,0,0
103984,2026-02,42,0,0,0
103985,2026-02,8,30,0,0
103986,2026-02,11,0,0,0
103987,2026-02,11,7,0,0
103988,2026-02,683,3,1806,2
103989,2026-02,13938,73,0,10
103990,2026-02,51580,72,0,33
103991,2026-02,9928,56,0,7
103992,2026-02,9,27,0,0
103993,2026-02,11,6,0,0
103994,2026-02,10,0,3238,3
103995,2026-02,38,7,0,0
103996,2026-02,77,43,965,2
103997,2026-02,25,0,0,0
103998,2026-02,11,0,0,0
103999,2026-02,21,0,0,0
104000,2026-02,8,11,3941,5
104001,2026-02,1221,0,0,0
104002,2026-02,7,42,0,0
104003,2026-02,104,0,1860,2
104004,2026-02,15,123,0,2
104005,2026-02,31,0,0,0
104006,2026-02,29,34,0,0
104007,2026-02,12,0,0,0
104008,2026-02,37,0,1179,1
104009,2026-02,9,10,0,0
104010,2026-02,143,3,723,1
104011,2026-02,117,45,625,1
104012,2026-02,30,8,660,0
104013,2026-02,14524,119,2699,14
104014,2026-02,20,61,0,1
104015,2026-02,10,8,0,0
104016,2026-02,11,7,0,0
104017,2026-02,10,8,0,0
104018,2026-02,18,3,0,0
104019,2026-02,31,18,0,0
104020,2026-02,2234,63,8648,13
104021,2026-02,19,6,0,0
104022,2026-02,8,0,0,0
104023,2026-02,64,0,0,0
104024,2026-02,4073,0,0,2
104025,2026-02,51,25,1424,2
104026,2026-02,5856,53,1349,6
104027,2026-02,352,15,0,0
104028,2026-02,65,25,0,0
104029,2026-02,15,0,0,0
104030,2026-02,4087,46,1501,5
104031,2026-02,43,0,5702,7
104032,2026-02,9,0,0,0
104033,2026-02,67,20,2078,3
104034,2026-02,12,5,0,0
104035,2026-02,15,11,0,0
104036,2026-02,31,0,0,0
104037,2026-02,17,0,0,0
104038,2026-02,55,7,4667,5
104039,2026-02,6,0,0,0
104040,2026-02,2919,0,1553,3
104041,2026-02,8,0,0,0
104042,2026-02,46,52,0,0
104043,2026-02,10,0,0,0
104044,2026-02,638,53,0,1
104045,2026-02,20,21,0,0
104046,2026-02,13,9,2111,2
104047,2026-02,25,26,0,0
104048,2026-02,26,12,0,0
104049,2026-02,27,0,498,0
104050,2026-02,106,0,2094,2
104051,2026-02,7406,0,0,4
104052,2026-02,3397,32,0,2
104053,2026-02,23,0,531,0
104054,2026-02,21,5,0,0
104055,2026-02,60,42,2685,4
104056,2026-02,1829,0,0,1
104057,2026-02,25,0,1960,2
104058,2026-02,7391,0,0,4
104059,2026-02,15,7,0,0
104060,2026-02,438,0,0,0
104061,2026-02,18808,30,0,12
104062,2026-02,36,24,0,0
104063,2026-02,18,9,0,0
104064,2026-02,60,12,0,0
104065,2026-02,10,0,2875,3
104066,2026-02,26,6,0,0
104067,2026-02,148,0,0,0
104068,2026-02,46,26,0,0
104069,2026-02,799,339,0,6
104070,2026-02,11,0,0,0
104071,2026-02,13,13,0,0
104072,2026-02,2982,20,0,2
104073,2026-02,18,0,0,0
104074,2026-02,8,14,0,0
104075,2026-02,6,5,0,0
104076,2026-02,25,6,0,0
104077,2026-02,72,10,0,0
104078,2026-02,43,14,1179,1
104079,2026-02,12,14,0,0
104080,2026-02,14,14,1352,1
104081,2026-02,207,0,0,0
104082,2026-02,12,5,0,0
104083,2026-02,95,56,0,1
104084,2026-02,13,0,0,0
104085,2026-02,7,0,0,0
104086,2026-02,694,83,6637,10
104087,2026-02,20,3,5040,6
104088,2026-02,28,13,0,0
104089,2026-02,46,0,0,0
104090,2026-02,15,0,0,0
104091,2026-02,15,6,0,0
104092,2026-02,568,10,0,0
104093,2026-02,3099,0,0,2
104094,2026-02,8,0,0,0
104095,2026-02,20,15,0,0
104096,2026-02,25,0,0,0
104097,2026-02,9,0,0,0
104098,2026-02,4336,13,0,3
104099,2026-02,270,53,1529,3
104100,2026-02,69,18,4693,6
104101,2026-02,18,0,0,0
104102,2026-02,2739,22,0,2
104103,2026-02,8,0,308,0
104104,2026-02,29,0,9015,11
104105,2026-02,9909,44,10631,20
104106,2026-02,13,9,0,0
104107,2026-02,1634,18,0,1
104108,2026-02,4108,15,0,3
104109,2026-02,18721,27,1520,14
104110,2026-02,12,0,0,0
104111,2026-02,10,25,0,0
104112,2026-02,60,20,792,1
104113,2026-02,29,27,0,0
104114,2026-02,44,7,0,0
104115,2026-02,2244,0,0,1
104116,2026-02,18,0,0,0
104117,2026-02,40,8,0,0
104118,2026-02,9523,0,0,6
104119,2026-02,36,23,0,0
104120,2026-02,505,11,0,0
104121,2026-02,766,10,2791,4
104122,2026-02,446,20,3416,4
104123,2026-02,7604,36,0,5
104124,2026-02,58,0,0,0
104125,2026-02,9700,65,0,7
104126,2026-02,12,11,1033,1
104127,2026-02,14,11,0,0
104128,2026-02,18,2,0,0
104129,2026-02,174,11,0,0
104130,2026-02,4788,0,0,3
104131,2026-02,183,90,994,3
104132,2026-02,104,14,0,0
104133,2026-02,35,0,0,0
104134,2026-02,19,0,0,0
104135,2026-02,15,0,0,0
104136,2026-02,118,0,0,0
104137,2026-02,6,17,0,0
104138,2026-02,50,0,0,0
104139,2026-02,11,0,0,0
104140,2026-02,1340,0,0,0
104141,2026-02,28,0,0,0
104142,2026-02,18,0,0,0
104143,2026-02,6,8,0,0
104144,2026-02,13,0,0,0
104145,2026-02,25,31,0,0
104146,2026-02,44,0,0,0
104147,2026-02,25,8,0,0
104148,2026-02,68,24,0,0
104149,2026-02,24,0,0,0
104150,2026-02,72,11,0,0
104151,2026-02,18,11,0,0
104152,2026-02,8,0,0,0
104153,2026-02,13,8,1566,2
104154,2026-02,11,0,3013,3
104155,2026-02,9,0,0,0
104156,2026-02,11,14,0,0
104157,2026-02,55579,23,2129,38
104158,2026-02,10,18,0,0
104159,2026-02,12,0,461,0
104160,2026-02,3499,13,2476,5
104161,2026-02,26,12,936,1
104162,2026-02,22,0,0,0
104163,2026-02,7473,34,0,5
104164,2026-02,20,0,2344,2
104165,2026-02,45,25,0,0
104166,2026-02,22,0,0,0
104167,2026-02,25,0,0,0
104168,2026-02,7,0,0,0
104169,2026-02,13,12,0,0
104170,2026-02,7,0,0,0
104171,2026-02,2062,27,0,1
104172,2026-02,2230,25,0,2
104173,2026-02,8451,161,0,8
104174,2026-02,255,0,1325,1
104175,2026-02,10,87,0,1
104176,2026-02,8,0,0,0
104177,2026-02,9,0,998,1
104178,2026-02,2677,118,3808,8
104179,2026-02,1662,0,0,1
104180,2026-02,226,35,0,0
104181,2026-02,137,26,0,0
104182,2026-02,45,15,0,0
104183,2026-02,225,0,1170,1
104184,2026-02,22,14,2432,3
104185,2026-02,5647,15,29146,39
104186,2026-02,1867,122,0,3
104187,2026-02,10,0,1318,1
104188,2026-02,21,19,0,0
104189,2026-02,12,14,0,0
104190,2026-02,9,13,864,1
104191,2026-02,7,0,1504,1
104192,2026-02,12,53,0,1
104193,2026-02,14,0,0,0
104194,2026-02,39,42,0,0
104195,2026-02,11,0,0,0
104196,2026-02,9,5,0,0
104197,2026-02,12,12,640,1
104198,2026-02,1792,0,0,1
104199,2026-02,19,0,0,0
104200,2026-02,29,21,28821,36
104201,2026-02,13,13,4249,5
104202,2026-02,175,0,0,0
104203,2026-02,11,0,0,0
104204,2026-02,7,8,0,0
104205,2026-02,223,0,7745,9
104206,2026-02,14,37,0,0
104207,2026-02,12,52,3774,5
104208,2026-02,30,11,0,0
104209,2026-02,44,0,0,0
104210,2026-02,15,0,0,0
104211,2026-02,882,127,9318,14
104212,2026-02,90,20,0,0
104213,2026-02,35,23,3898,5
104214,2026-02,39,45,0,0
104215,2026-02,24,14,2334,3
104216,2026-02,27,8,0,0
104217,2026-02,1828,47,0,2
104218,2026-02,17,11,0,0
104219,2026-02,2456,17,1138,3
104220,2026-02,24,0,0,0
104221,2026-02,28,6,0,0
104222,2026-02,43,0,0,0
104223,2026-02,20,23,0,0
104224,2026-02,9,3,0,0
104225,2026-02,20,0,0,0
104226,2026-02,6676,0,8692,15
104227,2026-02,7,29,0,0
104228,2026-02,55,21,0,0
104229,2026-02,32,0,0,0
104230,2026-02,9,25,0,0
104231,2026-02,11944,176,0,10
104232,2026-02,14,9,0,0
104233,2026-02,209,0,3277,4
104234,2026-02,43,12,3405,4
104235,2026-02,9,0,0,0
104236,2026-02,17,0,0,0
104237,2026-02,143,0,1670,2
104238,2026-02,511,89,0,2
104239,2026-02,17,20,0,0
104240,2026-02,26,76,4087,6
104241,2026-02,764,0,0,0
104242,2026-02,46,37,1125,2
104243,2026-02,14,10,0,0
104244,2026-02,8,3,0,0
104245,2026-02,27,17,0,0
104246,2026-02,21,0,2562,3
104247,2026-02,4470,9,0,3
104248,2026-02,12,0,0,0
104249,2026-02,19,26,0,0
104250,2026-02,11475,0,0,7
104251,2026-02,21,0,0,0
104252,2026-02,7,8,0,0
104253,2026-02,26,12,0,0
104254,2026-02,374,0,0,0
104255,2026-02,47,0,1934,2
104256,2026-02,9,0,1237,1
104257,2026-02,31,46,0,0
104258,2026-02,6,9,0,0
104259,2026-02,3194,36,0,2
104260,2026-02,14,30,962,1
104261,2026-02,2491,0,0,1
104262,2026-02,4250,0,1996,5
104263,2026-02,9,9,0,0
104264,2026-02,108,34,1056,2
104265,2026-02,19453,39,0,13
104266,2026-02,10,35,0,0
104267,2026-02,23,0,0,0
104268,2026-02,77,36,0,0
104269,2026-02,81,23,0,0
104270,2026-02,46,7,0,0
104271,2026-02,12927,40,5411,15
104272,2026-02,377,0,1055,1
104273,2026-02,136,35,748,1
104274,2026-02,9133,22,0,6
104275,2026-02,941,0,1498,2
104276,2026-02,11,13,0,0
104277,2026-02,20,22,636,1
104278,2026-02,60,18,0,0
104279,2026-02,32,0,0,0
104280,2026-02,378,48,0,1
104281,2026-02,39,9,0,0
104282,2026-02,22,30,0,0
104283,2026-02,43,0,0,0
104284,2026-02,19,0,2751,3
104285,2026-02,186,64,0,1
104286,2026-02,12,22,658,1
104287,2026-02,153,40,3434,5
104288,2026-02,7,0,0,0
104289,2026-02,11127,61,2693,11
104290,2026-02,12,0,0,0
104291,2026-02,343,27,3992,5
104292,2026-02,11,0,0,0
104293,2026-02,22,9,0,0
104294,2026-02,17,0,384,0
104295,2026-02,305,32,0,0
104296,2026-02,19,12,0,0
104297,2026-02,31,22,0,0
104298,2026-02,34,20,0,0
104299,2026-02,10,0,1590,1
104300,2026-02,21,13,569,1
104301,2026-02,39,0,0,0
104302,2026-02,97,42,0,0
104303,2026-02,245,92,0,1
104304,2026-02,10,21,0,0
104305,2026-02,18,0,0,0
104306,2026-02,32,28,0,0
104307,2026-02,14,18,0,0
104308,2026-02,8,8,1163,1
104309,2026-02,879,35,0,1
104310,2026-02,36,45,2213,3
104311,2026-02,10,40,0,0
104312,2026-02,28,0,0,0
104313,2026-02,51,0,0,0
104314,2026-02,20,0,0,0
104315,2026-02,11,7,1673,2
104316,2026-02,2008,0,377,1
104317,2026-02,2322,45,0,2
104318,2026-02,68,13,3196,4
104319,2026-02,233,19,0,0
104320,2026-02,17,0,5083,6
104321,2026-02,2045,26,0,1
104322,2026-02,11,13,0,0
104323,2026-02,10,28,0,0
104324,2026-02,98,0,0,0
104325,2026-02,15,0,0,0
104326,2026-02,23,21,0,0
104327,2026-02,78,11,213,0
104328,2026-02,44,0,1372,1
104329,2026-02,192,0,830,1
104330,2026-02,10997,0,0,7
104331,2026-02,11,15,0,0
104332,2026-02,4888,0,0,3
104333,2026-02,19,10,597,1
104334,2026-02,8,4,0,0
104335,2026-02,56,42,556,1
104336,2026-02,10,0,0,0
104337,2026-02,15,6,0,0
104338,2026-02,15,0,0,0
104339,2026-02,17,0,0,0
104340,2026-02,42,0,1185,1
104341,2026-02,10,19,0,0
104342,2026-02,7,22,1909,2
104343,2026-02,35,14,0,0
104344,2026-02,324,37,0,0
104345,2026-02,166,73,0,1
104346,2026-02,4131,163,0,5
104347,2026-02,1428,0,0,1
104348,2026-02,171,0,1531,2
104349,2026-02,14,29,0,0
104350,2026-02,84,29,0,0
104351,2026-02,14,3,0,0
104352,2026-02,36,0,0,0
104353,2026-02,227,14,0,0
104354,2026-02,46,13,1892,2
104355,2026-02,18963,19,0,12
104356,2026-02,538,0,0,0
104357,2026-02,13963,22,2002,11
104358,2026-02,19,0,0,0
104359,2026-02,19,0,2154,2
104360,2026-02,38,0,0,0
104361,2026-02,14,50,0,0
104362,2026-02,7,0,1610,2
104363,2026-02,110,55,1540,3
104364,2026-02,10733,30,0,7
104365,2026-02,45,32,7480,10
104366,2026-02,47,0,2476,3
104367,2026-02,18,6,0,0
104368,2026-02,10,13,0,0
104369,2026-02,18,0,0,0
104370,2026-02,65,17,0,0
104371,2026-02,17,23,0,0
104372,2026-02,31,0,0,0
104373,2026-02,181,0,0,0
104374,2026-02,481,2,0,0
104375,2026-02,20,2,0,0
104376,2026-02,18,11,2302,3
104377,2026-02,46,62,2804,4
104378,2026-02,254,12,0,0
104379,2026-02,898,31,1653,3
104380,2026-02,8,0,0,0
104381,2026-02,8,10,0,0
104382,2026-02,8,9,633,0
104383,2026-02,14,11,0,0
104384,2026-02,12,12,0,0
104385,2026-02,582,41,0,1
104386,2026-02,13951,30,0,9
