CustomerID,Segment,_seg,Age,AgeBand,Region,Channel,TenureYears,IncomeBand,RiskProfile,Active90D,ProductCount,Has_Deposit,Has_CreditCard,Has_Loan,Has_Wealth,Has_Insurance,TotalAUM_k,AUM_萬,CardMonthlySpend_k,LoanBalance_k,AnnualContribution_k,Prop_CreditCard,Prop_Loan,Prop_Wealth,Prop_Insurance,WealthPropensity_ML,現有商品
101975,大眾理財,0,23,20-29,中區,網銀／APP,2,<60萬,保守,0,1,1,0,0,0,0,8,1,0,0,1,45,44,18,40,18,存
101976,大眾理財,0,33,30-39,北區,分行臨櫃,3,<60萬,保守,1,1,1,0,0,0,0,8,1,0,0,1,41,47,19,37,19,存
101977,大眾理財,0,38,30-39,北區,網銀／APP,5,120–250萬,保守,1,2,1,0,1,0,0,28,3,0,1094,15,47,41,21,39,21,存貸
101978,貴賓理財,2,38,30-39,中區,網銀／APP,6,<60萬,保守,1,3,1,1,0,0,1,223,22,49,0,14,76,63,92,66,92,存卡保
101979,財富管理,1,62,60+,北區,分行臨櫃,5,60–120萬,穩健,1,2,1,1,0,0,0,45,4,35,0,8,58,60,68,53,68,存卡
101980,大眾理財,0,62,60+,北區,理專業務,2,<60萬,保守,0,1,1,0,0,0,0,10,1,0,0,1,41,46,23,38,23,存
101981,財富管理,1,49,40-49,北區,電話行銷,3,60–120萬,保守,0,1,1,0,0,0,0,166,17,0,0,1,62,55,70,56,70,存
101982,大眾理財,0,37,30-39,北區,分行臨櫃,0,60–120萬,穩健,0,3,1,1,1,0,0,15,2,26,1932,31,41,46,17,40,17,存卡貸
101983,財富管理,1,29,20-29,北區,理專業務,7,60–120萬,保守,0,1,1,0,0,0,0,84,8,0,0,1,63,56,70,55,70,存
101984,大眾理財,0,55,50-59,北區,電話行銷,3,60–120萬,保守,0,1,1,0,0,0,0,10,1,0,0,1,43,42,20,41,20,存
101985,大眾理財,0,38,30-39,北區,網銀／APP,3,<60萬,保守,1,2,1,1,0,0,0,9,1,7,0,2,45,42,18,37,18,存卡
101986,貴賓理財,2,46,40-49,北區,網銀／APP,1,250萬+,保守,1,3,1,1,0,1,0,10968,1097,31,0,91,79,59,93,71,93,存卡財
101987,大眾理財,0,43,40-49,南區,理專業務,1,60–120萬,穩健,1,2,1,0,0,0,1,18,2,0,0,1,40,44,23,43,23,存保
101988,財富管理,1,37,30-39,中區,理專業務,3,<60萬,保守,0,5,1,1,1,1,1,1572,157,48,1424,43,55,58,68,55,68,存卡貸財保
101989,私人銀行,3,56,50-59,北區,分行臨櫃,2,250萬+,保守,1,3,1,1,0,1,0,16032,1603,56,0,134,85,53,98,79,98,存卡財
101990,大眾理財,0,22,20-29,北區,網銀／APP,3,<60萬,穩健,0,2,1,1,0,0,0,34,3,23,0,5,46,44,18,40,18,存卡
101991,大眾理財,0,49,40-49,北區,理專業務,3,<60萬,穩健,0,1,1,0,0,0,0,39,4,0,0,1,41,45,23,40,23,存
101992,財富管理,1,42,40-49,中區,理專業務,4,60–120萬,穩健,1,4,1,0,1,1,1,513,51,0,1406,25,52,54,71,58,71,存貸財保
101993,大眾理財,0,50,50-59,中區,分行臨櫃,5,<60萬,保守,0,4,1,1,1,0,1,14,1,8,7550,101,38,49,13,41,13,存卡貸保
101994,大眾理財,0,35,30-39,中區,網銀／APP,3,120–250萬,保守,1,1,1,0,0,0,0,10,1,0,0,1,45,41,20,40,20,存
101995,大眾理財,0,36,30-39,中區,理專業務,7,60–120萬,保守,1,2,1,0,0,1,0,343,34,0,0,4,36,40,17,42,17,存財
101996,財富管理,1,30,30-39,北區,分行臨櫃,5,60–120萬,保守,0,2,1,1,0,0,0,47,5,35,0,8,62,60,64,53,64,存卡
101997,大眾理財,0,46,40-49,北區,網銀／APP,1,60–120萬,保守,0,2,1,0,0,0,1,14,1,0,0,1,45,44,24,40,24,存保
101998,大眾理財,0,28,20-29,北區,網銀／APP,2,<60萬,穩健,1,1,1,0,0,0,0,15,2,0,0,1,45,43,22,39,22,存
101999,財富管理,1,38,30-39,北區,網銀／APP,0,<60萬,積極,1,2,1,1,0,0,0,51,5,44,0,10,62,58,72,54,72,存卡
102000,大眾理財,0,38,30-39,北區,電話行銷,3,60–120萬,穩健,0,2,1,1,0,0,0,121,12,5,0,2,43,40,16,42,16,存卡
102001,財富管理,1,45,40-49,中區,分行臨櫃,2,<60萬,保守,1,4,1,1,0,1,1,262,26,27,0,11,52,59,66,53,66,存卡財保
102002,大眾理財,0,20,20-29,北區,電話行銷,3,60–120萬,穩健,0,3,1,1,1,0,0,15,2,8,6834,91,43,39,14,45,14,存卡貸
102003,貴賓理財,2,47,40-49,中區,分行臨櫃,3,<60萬,保守,1,5,1,1,1,1,1,1173,117,14,2526,47,68,63,90,68,90,存卡貸財保
102004,財富管理,1,52,50-59,北區,理專業務,1,60–120萬,穩健,0,2,1,0,0,1,0,1567,157,0,0,13,56,55,75,59,75,存財
102005,大眾理財,0,33,30-39,北區,網銀／APP,8,<60萬,穩健,0,4,1,1,1,0,1,8,1,18,1434,24,44,45,18,40,18,存卡貸保
102006,貴賓理財,2,47,40-49,中區,分行臨櫃,3,60–120萬,穩健,0,5,1,1,1,1,1,4183,418,21,8403,148,69,62,90,75,90,存卡貸財保
102007,大眾理財,0,39,30-39,北區,理專業務,1,<60萬,保守,0,3,1,1,1,0,0,11,1,25,5972,83,42,44,17,40,17,存卡貸
102008,大眾理財,0,36,30-39,北區,電話行銷,4,<60萬,穩健,0,2,1,1,0,0,0,37,4,59,0,13,42,45,17,40,17,存卡
102009,大眾理財,0,26,20-29,北區,網銀／APP,2,<60萬,穩健,1,2,1,1,0,0,0,8,1,14,0,3,45,42,18,38,18,存卡
102010,財富管理,1,43,40-49,中區,分行臨櫃,2,120–250萬,穩健,0,2,1,1,0,0,0,22,2,9,0,2,60,58,64,56,64,存卡
102011,大眾理財,0,48,40-49,北區,網銀／APP,4,<60萬,穩健,1,1,1,0,0,0,0,9,1,0,0,1,44,44,22,39,22,存
102012,大眾理財,0,26,20-29,東區,理專業務,2,<60萬,保守,1,3,1,1,0,0,1,22,2,3,0,2,42,42,22,40,22,存卡保
102013,大眾理財,0,33,30-39,東區,分行臨櫃,5,<60萬,穩健,0,2,1,1,0,0,0,19,2,12,0,3,42,48,17,43,17,存卡
102014,大眾理財,0,22,20-29,南區,理專業務,7,<60萬,保守,1,3,1,1,0,0,1,14,1,10,0,4,42,44,16,40,16,存卡保
102015,大眾理財,0,48,40-49,北區,網銀／APP,2,<60萬,保守,0,1,1,0,0,0,0,26,3,0,0,1,46,46,22,39,22,存
102016,大眾理財,0,36,30-39,中區,電話行銷,4,<60萬,穩健,0,2,1,1,0,0,0,6,1,8,0,2,40,42,14,41,14,存卡
102017,大眾理財,0,28,20-29,北區,網銀／APP,7,<60萬,保守,1,1,1,0,0,0,0,14,1,0,0,1,46,43,19,38,19,存
102018,大眾理財,0,39,30-39,南區,分行臨櫃,8,120–250萬,保守,0,1,1,0,0,0,0,17,2,0,0,1,44,48,16,44,16,存
102019,大眾理財,0,24,20-29,北區,理專業務,1,<60萬,保守,0,2,1,1,0,0,0,19,2,12,0,3,43,43,18,38,18,存卡
102020,大眾理財,0,26,20-29,北區,分行臨櫃,5,<60萬,穩健,0,2,1,1,0,0,0,18,2,5,0,1,42,47,15,40,15,存卡
102021,財富管理,1,27,20-29,北區,理專業務,0,120–250萬,積極,1,2,1,0,0,1,0,1684,168,0,0,14,57,51,75,60,75,存財
102022,大眾理財,0,26,20-29,南區,分行臨櫃,3,<60萬,穩健,0,1,1,0,0,0,0,23,2,0,0,1,43,50,17,43,17,存
102023,大眾理財,0,52,50-59,南區,分行臨櫃,0,<60萬,穩健,1,2,1,1,0,0,0,74,7,28,0,7,40,49,17,40,17,存卡
102024,大眾理財,0,29,20-29,北區,理專業務,2,<60萬,保守,1,3,1,1,1,0,0,28,3,8,2432,34,42,41,17,37,17,存卡貸
102025,大眾理財,0,43,40-49,北區,網銀／APP,11,<60萬,保守,0,3,1,1,0,0,1,8,1,19,0,5,45,46,17,39,17,存卡保
102026,大眾理財,0,28,20-29,南區,分行臨櫃,5,60–120萬,保守,0,3,1,0,1,0,1,30,3,0,1626,23,42,49,17,43,17,存貸保
102027,財富管理,1,52,50-59,南區,網銀／APP,1,60–120萬,保守,1,2,1,0,1,0,0,57,6,0,6013,79,64,57,69,59,69,存貸
102028,大眾理財,0,26,20-29,南區,分行臨櫃,1,60–120萬,積極,0,3,1,1,1,0,0,12,1,18,1304,21,41,48,14,44,14,存卡貸
102029,大眾理財,0,38,30-39,北區,理專業務,6,<60萬,保守,1,3,1,1,0,0,1,8,1,13,0,4,40,43,19,36,19,存卡保
102030,大眾理財,0,38,30-39,中區,分行臨櫃,6,60–120萬,保守,0,3,1,1,1,0,0,14,1,17,1915,29,40,46,12,39,12,存卡貸
102031,大眾理財,0,63,60+,南區,網銀／APP,6,<60萬,穩健,1,2,1,0,1,0,0,19,2,0,2116,28,43,47,19,42,19,存貸
102032,大眾理財,0,44,40-49,北區,分行臨櫃,3,60–120萬,穩健,1,2,1,1,0,0,0,28,3,3,0,1,40,44,17,39,17,存卡
102033,大眾理財,0,31,30-39,北區,網銀／APP,5,<60萬,穩健,0,2,1,1,0,0,0,9,1,15,0,3,46,44,17,40,17,存卡
102034,大眾理財,0,45,40-49,北區,理專業務,2,<60萬,保守,0,2,1,0,0,0,1,13,1,0,0,1,41,46,24,39,24,存保
102035,大眾理財,0,61,60+,北區,理專業務,2,<60萬,積極,0,3,1,1,0,0,1,12,1,10,0,4,37,46,22,41,22,存卡保
102036,財富管理,1,26,20-29,南區,網銀／APP,4,250萬+,保守,1,2,1,1,0,0,0,41,4,7,0,2,68,58,64,58,64,存卡
102037,貴賓理財,2,40,40-49,北區,分行臨櫃,3,120–250萬,保守,1,3,1,1,0,1,0,1146,115,81,0,28,73,63,93,68,93,存卡財
102038,大眾理財,0,35,30-39,中區,分行臨櫃,1,<60萬,穩健,0,2,1,0,0,0,1,9,1,0,0,1,38,49,20,40,20,存保
102039,大眾理財,0,33,30-39,北區,理專業務,4,120–250萬,積極,0,1,1,0,0,0,0,14,1,0,0,1,42,43,22,44,22,存
102040,財富管理,1,40,40-49,南區,分行臨櫃,6,120–250萬,積極,0,4,1,1,0,1,1,2358,236,63,0,34,57,62,68,63,68,存卡財保
102041,大眾理財,0,23,20-29,南區,網銀／APP,1,<60萬,穩健,1,1,1,0,0,0,0,15,2,0,0,1,46,44,20,42,20,存
102042,財富管理,1,59,50-59,中區,網銀／APP,2,60–120萬,積極,1,4,1,0,1,1,1,480,48,0,4331,63,53,56,72,61,72,存貸財保
102043,財富管理,1,28,20-29,中區,理專業務,5,60–120萬,保守,1,2,1,1,0,0,0,52,5,19,0,5,60,53,63,53,63,存卡
102044,貴賓理財,2,47,40-49,北區,網銀／APP,7,250萬+,積極,0,4,1,1,0,1,1,1467,147,40,0,22,74,65,93,75,93,存卡財保
102045,私人銀行,3,66,60+,南區,網銀／APP,8,60–120萬,穩健,1,4,1,1,1,1,0,23348,2335,127,4566,264,87,52,98,82,98,存卡貸財
102046,大眾理財,0,37,30-39,中區,理專業務,1,60–120萬,保守,1,2,1,1,0,0,0,51,5,18,0,4,40,40,17,38,17,存卡
102047,大眾理財,0,27,20-29,北區,理專業務,12,<60萬,保守,0,2,1,1,0,0,0,18,2,12,0,3,43,44,15,39,15,存卡
102048,大眾理財,0,23,20-29,東區,網銀／APP,2,120–250萬,穩健,1,3,1,1,1,0,0,27,3,8,1826,26,47,39,20,44,20,存卡貸
102049,大眾理財,0,35,30-39,北區,電話行銷,4,<60萬,保守,0,2,1,1,0,0,0,11,1,2,0,1,44,41,15,39,15,存卡
102050,大眾理財,0,29,20-29,中區,網銀／APP,1,<60萬,積極,1,1,1,0,0,0,0,20,2,0,0,1,41,43,20,41,20,存
102051,私人銀行,3,57,50-59,北區,網銀／APP,6,250萬+,積極,0,3,1,1,0,1,0,11319,1132,116,0,112,85,57,98,82,98,存卡財
102052,大眾理財,0,22,20-29,中區,分行臨櫃,1,120–250萬,穩健,0,3,1,1,1,0,0,34,3,22,2583,39,41,44,15,42,15,存卡貸
102053,大眾理財,0,46,40-49,北區,電話行銷,2,60–120萬,保守,1,1,1,0,0,0,0,12,1,0,0,1,42,40,20,39,20,存
102054,財富管理,1,45,40-49,北區,電話行銷,5,60–120萬,穩健,1,4,1,1,1,1,0,1221,122,12,2978,52,56,50,63,58,63,存卡貸財
102055,大眾理財,0,40,40-49,北區,分行臨櫃,6,<60萬,穩健,0,2,1,1,0,0,0,9,1,10,0,2,41,48,16,39,16,存卡
102056,大眾理財,0,53,50-59,東區,分行臨櫃,1,60–120萬,保守,0,4,1,1,1,0,1,25,2,9,1153,18,40,47,20,41,20,存卡貸保
102057,私人銀行,3,50,50-59,北區,電話行銷,8,250萬+,保守,1,4,1,1,0,1,1,6522,652,15,0,55,82,48,98,80,98,存卡財保
102058,大眾理財,0,30,30-39,中區,分行臨櫃,4,<60萬,穩健,0,1,1,0,0,0,0,14,1,0,0,1,40,48,17,41,17,存
102059,大眾理財,0,31,30-39,北區,網銀／APP,4,<60萬,保守,1,2,1,1,0,0,0,10,1,15,0,3,46,42,18,37,18,存卡
102060,大眾理財,0,35,30-39,南區,電話行銷,0,<60萬,保守,0,1,1,0,0,0,0,14,1,0,0,1,44,44,18,42,18,存
102061,貴賓理財,2,48,40-49,北區,網銀／APP,9,60–120萬,保守,0,2,1,1,0,0,0,365,36,58,0,15,78,63,92,68,92,存卡
102062,大眾理財,0,28,20-29,中區,分行臨櫃,4,<60萬,保守,0,3,1,1,0,0,1,21,2,8,0,3,40,48,15,38,15,存卡保
102063,大眾理財,0,20,20-29,東區,網銀／APP,3,120–250萬,穩健,0,2,1,1,0,0,0,41,4,26,0,6,49,41,21,46,21,存卡
102064,大眾理財,0,31,30-39,北區,網銀／APP,11,<60萬,保守,1,1,1,0,0,0,0,11,1,0,0,1,46,44,18,38,18,存
102065,大眾理財,0,41,40-49,北區,網銀／APP,1,<60萬,穩健,1,2,1,1,0,0,0,16,2,4,0,1,44,42,19,38,19,存卡
102066,貴賓理財,2,51,50-59,南區,電話行銷,7,120–250萬,積極,1,4,1,1,0,1,1,11859,1186,46,0,102,75,57,92,75,92,存卡財保
102067,大眾理財,0,51,50-59,北區,理專業務,10,<60萬,穩健,1,2,1,1,0,0,0,10,1,23,0,5,40,44,17,38,17,存卡
102068,私人銀行,3,76,60+,北區,分行臨櫃,14,250萬+,穩健,1,4,1,1,0,1,1,33799,3380,89,0,276,87,55,98,81,98,存卡財保
102069,大眾理財,0,46,40-49,北區,電話行銷,2,60–120萬,保守,1,3,1,1,1,0,0,50,5,6,1180,17,42,38,16,38,16,存卡貸
102070,大眾理財,0,53,50-59,南區,網銀／APP,3,<60萬,保守,0,1,1,0,0,0,0,9,1,0,0,1,46,48,19,42,19,存
102071,財富管理,1,52,50-59,南區,理專業務,5,250萬+,穩健,1,3,1,1,0,1,0,11470,1147,106,0,111,63,62,71,61,71,存卡財
102072,大眾理財,0,56,50-59,中區,分行臨櫃,2,<60萬,積極,0,2,1,1,0,0,0,14,1,7,0,2,36,49,15,41,15,存卡
102073,大眾理財,0,58,50-59,中區,網銀／APP,1,60–120萬,積極,1,2,1,0,0,0,1,7,1,0,0,1,38,44,23,42,23,存保
102074,財富管理,1,54,50-59,北區,網銀／APP,3,120–250萬,穩健,1,4,1,1,0,1,1,505,50,4,0,7,59,52,73,58,73,存卡財保
102075,大眾理財,0,45,40-49,北區,網銀／APP,4,60–120萬,保守,0,4,1,1,1,0,1,15,2,34,3326,52,45,45,19,40,19,存卡貸保
102076,大眾理財,0,35,30-39,北區,理專業務,2,<60萬,穩健,0,2,1,0,1,0,0,13,1,0,2112,28,41,45,21,41,21,存貸
102077,私人銀行,3,54,50-59,北區,分行臨櫃,6,120–250萬,積極,0,3,1,1,0,1,0,5701,570,207,0,89,81,62,99,80,99,存卡財
102078,大眾理財,0,34,30-39,北區,分行臨櫃,7,<60萬,積極,1,3,1,1,1,0,0,9,1,6,2313,32,38,46,14,39,14,存卡貸
102079,大眾理財,0,44,40-49,中區,網銀／APP,2,<60萬,積極,0,2,1,1,0,0,0,8,1,32,0,7,41,46,17,41,17,存卡
102080,大眾理財,0,30,30-39,北區,網銀／APP,3,<60萬,保守,0,2,1,0,1,0,0,56,6,0,461,7,47,45,20,39,20,存貸
102081,大眾理財,0,35,30-39,北區,分行臨櫃,3,<60萬,穩健,0,2,1,0,0,1,0,385,38,0,0,4,37,47,20,43,20,存財
102082,大眾理財,0,20,20-29,北區,網銀／APP,2,<60萬,保守,1,2,1,0,1,0,0,34,3,0,4401,58,46,42,19,39,19,存貸
102083,財富管理,1,62,60+,北區,分行臨櫃,7,<60萬,保守,0,1,1,0,0,0,0,30,3,0,0,1,60,63,69,53,69,存
102084,大眾理財,0,35,30-39,北區,理專業務,1,<60萬,穩健,0,1,1,0,0,0,0,13,1,0,0,1,42,45,23,40,23,存
102085,財富管理,1,49,40-49,北區,網銀／APP,3,120–250萬,保守,1,3,1,1,1,0,0,28,3,40,2220,38,65,55,70,53,70,存卡貸
102086,大眾理財,0,54,50-59,北區,分行臨櫃,3,<60萬,保守,0,1,1,0,0,0,0,12,1,0,0,1,41,50,20,38,20,存
102087,大眾理財,0,41,40-49,中區,網銀／APP,2,<60萬,保守,0,1,1,0,0,0,0,35,4,0,0,1,44,45,19,40,19,存
102088,大眾理財,0,53,50-59,南區,理專業務,8,60–120萬,保守,0,3,1,1,1,0,0,13,1,75,3491,62,42,49,16,43,16,存卡貸
102089,財富管理,1,30,30-39,南區,理專業務,4,60–120萬,保守,1,4,1,1,0,1,1,1202,120,91,0,31,57,59,71,57,71,存卡財保
102090,大眾理財,0,64,60+,南區,分行臨櫃,3,<60萬,穩健,0,2,1,1,0,0,0,11,1,20,0,5,40,51,16,42,16,存卡
102091,大眾理財,0,49,40-49,中區,網銀／APP,1,60–120萬,保守,1,2,1,1,0,0,0,28,3,16,0,4,43,41,17,38,17,存卡
102092,財富管理,1,46,40-49,南區,分行臨櫃,3,60–120萬,穩健,1,2,1,0,0,0,1,40,4,0,0,2,59,61,71,57,71,存保
102093,大眾理財,0,53,50-59,北區,分行臨櫃,5,<60萬,穩健,1,3,1,1,0,0,1,41,4,41,0,10,38,49,20,37,20,存卡保
102094,大眾理財,0,25,20-29,中區,理專業務,1,60–120萬,保守,0,2,1,1,0,0,0,13,1,15,0,3,42,41,16,40,16,存卡
102095,貴賓理財,2,46,40-49,北區,理專業務,1,250萬+,穩健,1,3,1,1,0,1,0,39400,3940,43,0,306,85,54,94,73,94,存卡財
102096,大眾理財,0,53,50-59,北區,分行臨櫃,2,<60萬,保守,0,2,1,0,1,0,0,41,4,0,345,5,41,49,19,37,19,存貸
102097,大眾理財,0,20,20-29,北區,理專業務,3,<60萬,積極,0,2,1,0,1,0,0,16,2,0,4438,58,40,45,19,44,19,存貸
102098,大眾理財,0,44,40-49,北區,電話行銷,2,60–120萬,積極,1,2,1,0,0,1,0,317,32,0,0,4,35,39,20,45,20,存財
102099,大眾理財,0,43,40-49,南區,電話行銷,7,<60萬,積極,1,1,1,0,0,0,0,47,5,0,0,1,40,44,16,44,16,存
102100,大眾理財,0,59,50-59,北區,電話行銷,11,<60萬,穩健,0,2,1,0,0,0,1,21,2,0,0,1,40,46,19,42,19,存保
102101,財富管理,1,26,20-29,中區,網銀／APP,5,<60萬,穩健,1,4,1,1,0,1,1,2328,233,60,0,33,58,57,69,56,69,存卡財保
102102,大眾理財,0,55,50-59,南區,理專業務,2,<60萬,保守,0,3,1,1,0,0,1,86,9,29,0,8,41,48,20,40,20,存卡保
102103,財富管理,1,37,30-39,北區,分行臨櫃,6,60–120萬,積極,0,1,1,0,0,0,0,77,8,0,0,1,59,61,69,58,69,存
102104,貴賓理財,2,45,40-49,北區,網銀／APP,13,250萬+,保守,0,5,1,1,1,1,1,701,70,31,4607,75,75,64,91,74,91,存卡貸財保
102105,大眾理財,0,24,20-29,北區,網銀／APP,1,<60萬,穩健,1,1,1,0,0,0,0,19,2,0,0,1,45,42,22,39,22,存
102106,財富管理,1,32,30-39,北區,理專業務,7,250萬+,穩健,0,4,1,1,0,1,1,3878,388,38,0,40,60,59,71,61,71,存卡財保
102107,財富管理,1,48,40-49,東區,分行臨櫃,3,120–250萬,穩健,1,3,1,1,1,0,0,85,8,41,1093,24,61,59,71,57,71,存卡貸
102108,私人銀行,3,42,40-49,中區,網銀／APP,14,250萬+,穩健,1,5,1,1,1,1,1,4293,429,31,3694,90,82,52,97,82,97,存卡貸財保
102109,大眾理財,0,46,40-49,中區,電話行銷,1,60–120萬,保守,0,2,1,1,0,0,0,16,2,7,0,2,41,40,14,40,14,存卡
102110,大眾理財,0,30,30-39,北區,網銀／APP,7,<60萬,保守,0,2,1,1,0,0,0,51,5,9,0,2,47,44,16,39,16,存卡
102111,大眾理財,0,24,20-29,中區,分行臨櫃,3,<60萬,穩健,0,1,1,0,0,0,0,8,1,0,0,1,40,48,17,41,17,存
102112,大眾理財,0,32,30-39,中區,分行臨櫃,4,<60萬,積極,0,1,1,0,0,0,0,7,1,0,0,1,38,49,17,42,17,存
102113,大眾理財,0,41,40-49,北區,電話行銷,1,<60萬,保守,1,3,1,1,0,0,1,10,1,40,0,10,41,43,20,36,20,存卡保
102114,大眾理財,0,34,30-39,北區,分行臨櫃,1,<60萬,穩健,0,2,1,0,0,0,1,39,4,0,0,2,40,49,22,40,22,存保
102115,大眾理財,0,38,30-39,北區,網銀／APP,3,60–120萬,穩健,1,1,1,0,0,0,0,7,1,0,0,1,45,41,22,40,22,存
102116,貴賓理財,2,57,50-59,北區,網銀／APP,8,250萬+,保守,1,4,1,1,1,0,1,228,23,35,2785,47,77,65,93,69,93,存卡貸保
102117,大眾理財,0,49,40-49,南區,理專業務,2,<60萬,保守,0,3,1,1,1,0,0,24,2,9,452,8,42,46,16,40,16,存卡貸
102118,大眾理財,0,34,30-39,中區,電話行銷,4,<60萬,穩健,1,3,1,1,0,0,1,17,2,7,0,3,39,41,15,39,15,存卡保
102119,大眾理財,0,26,20-29,北區,分行臨櫃,1,<60萬,保守,1,3,1,1,1,0,0,8,1,14,1858,27,41,45,16,36,16,存卡貸
102120,大眾理財,0,38,30-39,南區,理專業務,0,60–120萬,積極,0,2,1,1,0,0,0,19,2,14,0,3,40,44,17,45,17,存卡
102121,大眾理財,0,43,40-49,北區,理專業務,3,120–250萬,保守,0,2,1,1,0,0,0,9,1,5,0,1,44,41,19,40,19,存卡
102122,大眾理財,0,21,20-29,北區,電話行銷,1,<60萬,穩健,0,3,1,1,0,0,1,19,2,8,0,3,43,41,18,41,18,存卡保
102123,大眾理財,0,28,20-29,南區,網銀／APP,0,<60萬,保守,0,3,1,1,0,0,1,10,1,22,0,6,47,46,19,41,19,存卡保
102124,大眾理財,0,30,30-39,南區,分行臨櫃,1,60–120萬,穩健,0,3,1,1,0,0,1,21,2,11,0,4,42,47,17,43,17,存卡保
102125,大眾理財,0,35,30-39,中區,電話行銷,4,<60萬,保守,0,1,1,0,0,0,0,16,2,0,0,1,41,43,16,40,16,存
102126,大眾理財,0,29,20-29,北區,網銀／APP,3,60–120萬,保守,1,2,1,1,0,0,0,9,1,10,0,2,46,40,17,38,17,存卡
102127,大眾理財,0,45,40-49,東區,網銀／APP,7,<60萬,穩健,0,3,1,1,0,1,0,474,47,5,0,6,41,43,19,47,19,存卡財
102128,大眾理財,0,20,20-29,南區,分行臨櫃,3,<60萬,穩健,1,4,1,1,1,0,1,16,2,47,2078,39,40,49,16,40,16,存卡貸保
102129,大眾理財,0,20,20-29,中區,分行臨櫃,1,<60萬,穩健,0,1,1,0,0,0,0,21,2,0,0,1,40,48,17,41,17,存
102130,大眾理財,0,34,30-39,北區,網銀／APP,4,60–120萬,保守,0,3,1,1,1,0,0,19,2,75,235,19,47,46,19,38,19,存卡貸
102131,大眾理財,0,36,30-39,北區,分行臨櫃,1,<60萬,保守,0,1,1,0,0,0,0,35,4,0,0,1,42,48,20,38,20,存
102132,財富管理,1,27,20-29,南區,網銀／APP,3,120–250萬,保守,0,3,1,1,0,0,1,106,11,19,0,6,68,57,68,58,68,存卡保
102133,私人銀行,3,48,40-49,南區,電話行銷,4,250萬+,保守,1,3,1,1,0,0,1,788,79,33,0,14,84,53,98,80,98,存卡保
102134,貴賓理財,2,45,40-49,中區,網銀／APP,2,120–250萬,保守,1,3,1,1,0,0,1,41,4,55,0,13,76,60,93,67,93,存卡保
102135,大眾理財,0,33,30-39,中區,分行臨櫃,14,60–120萬,保守,0,1,1,0,0,0,0,13,1,0,0,1,41,48,13,41,13,存
102136,大眾理財,0,39,30-39,中區,分行臨櫃,1,60–120萬,穩健,0,1,1,0,0,0,0,6,1,0,0,1,39,47,18,42,18,存
102137,大眾理財,0,30,30-39,中區,網銀／APP,0,60–120萬,保守,1,3,1,1,0,0,1,8,1,34,0,9,43,42,19,38,19,存卡保
102138,財富管理,1,60,60+,北區,電話行銷,7,60–120萬,保守,0,3,1,0,1,1,0,3458,346,0,599,35,58,54,67,58,67,存貸財
102139,財富管理,1,49,40-49,北區,網銀／APP,0,120–250萬,穩健,1,3,1,1,0,0,1,40,4,29,0,8,64,54,76,55,76,存卡保
102140,財富管理,1,35,30-39,北區,理專業務,3,250萬+,穩健,1,3,1,1,0,0,1,156,16,28,0,9,61,58,73,56,73,存卡保
102141,貴賓理財,2,51,50-59,南區,理專業務,10,120–250萬,穩健,1,2,1,0,0,1,0,1989,199,0,0,17,72,59,92,74,92,存財
102142,大眾理財,0,39,30-39,北區,分行臨櫃,1,<60萬,保守,1,2,1,1,0,0,0,14,1,3,0,1,41,45,17,36,17,存卡
102143,財富管理,1,57,50-59,北區,網銀／APP,4,60–120萬,穩健,0,3,1,0,1,1,0,1397,140,0,5255,80,59,56,71,61,71,存貸財
102144,財富管理,1,37,30-39,南區,網銀／APP,3,120–250萬,保守,0,4,1,1,1,0,1,221,22,89,1095,36,67,61,71,57,71,存卡貸保
102145,大眾理財,0,46,40-49,中區,網銀／APP,1,120–250萬,穩健,1,3,1,1,0,0,1,32,3,13,0,4,42,40,20,41,20,存卡保
102146,貴賓理財,2,50,50-59,北區,網銀／APP,13,60–120萬,積極,0,3,1,1,0,1,0,2575,258,53,0,32,73,62,91,73,91,存卡財
102147,大眾理財,0,54,50-59,北區,網銀／APP,2,120–250萬,穩健,1,2,1,0,0,1,0,185,18,0,0,3,40,40,24,44,24,存財
102148,私人銀行,3,69,60+,南區,網銀／APP,11,120–250萬,積極,1,3,1,1,0,1,0,12903,1290,46,0,108,84,49,98,83,98,存卡財
102149,財富管理,1,46,40-49,北區,網銀／APP,8,60–120萬,保守,0,2,1,0,0,1,0,10367,1037,0,0,79,66,54,70,59,70,存財
102150,大眾理財,0,35,30-39,北區,網銀／APP,2,60–120萬,保守,0,2,1,0,0,0,1,17,2,0,0,1,46,44,23,40,23,存保
102151,財富管理,1,49,40-49,北區,分行臨櫃,1,250萬+,保守,1,3,1,1,0,1,0,610,61,12,0,9,58,59,68,56,68,存卡財
102152,大眾理財,0,36,30-39,北區,網銀／APP,5,<60萬,保守,1,2,1,1,0,0,0,10,1,8,0,2,45,42,17,37,17,存卡
102153,財富管理,1,62,60+,中區,電話行銷,3,250萬+,保守,1,4,1,1,0,1,1,1065,106,14,0,14,55,56,67,58,67,存卡財保
102154,財富管理,1,44,40-49,北區,網銀／APP,4,120–250萬,積極,1,3,1,1,0,1,0,1658,166,9,0,16,59,51,70,59,70,存卡財
102155,大眾理財,0,33,30-39,北區,分行臨櫃,2,60–120萬,穩健,0,3,1,1,1,0,0,10,1,25,2428,37,41,46,16,40,16,存卡貸
